timestamp,dataset_path,n_samples,n_features,test_size,random_state,model_name,accuracy,precision,recall,f1,roc_auc,is_best_model
2026-02-26T13:14:21.044075,/Users/filip/Desktop/NHANES 1988-2018 Archive/nhanes_cvd_training_data_IMPROVED.csv,59057,24,0.2,42,Logistic Regression,0.7025059261767694,0.1540423361387401,0.7540574282147315,0.2558238034731046,0.8007229973522109,0
2026-02-26T13:14:21.044075,/Users/filip/Desktop/NHANES 1988-2018 Archive/nhanes_cvd_training_data_IMPROVED.csv,59057,24,0.2,42,Random Forest,0.8803758889265154,0.21348314606741572,0.2846441947565543,0.24398073836276082,0.7841623250203434,0
2026-02-26T13:14:21.044075,/Users/filip/Desktop/NHANES 1988-2018 Archive/nhanes_cvd_training_data_IMPROVED.csv,59057,24,0.2,42,Gradient Boosting,0.9315949881476464,0.40540540540540543,0.018726591760299626,0.03579952267303103,0.8173572540273255,1
2026-02-26T13:14:21.044075,/Users/filip/Desktop/NHANES 1988-2018 Archive/nhanes_cvd_training_data_IMPROVED.csv,59057,24,0.2,42,Ensemble (RF + GB),0.9268540467321368,0.27007299270072993,0.046192259675405745,0.07889125799573561,0.8007249248311556,0
2026-03-04T10:50:15.379674,/Users/filip/Desktop/NHANES 1988-2018 Archive/nhanes_cvd_training_data_IMPROVED.csv,59057,24,0.2,42,Logistic Regression,0.7025059261767694,0.1540423361387401,0.7540574282147315,0.2558238034731046,0.8007229973522109,0.24175991382539178,0
2026-03-04T10:50:15.379674,/Users/filip/Desktop/NHANES 1988-2018 Archive/nhanes_cvd_training_data_IMPROVED.csv,59057,24,0.2,42,Random Forest,0.8803758889265154,0.21348314606741572,0.2846441947565543,0.24398073836276082,0.7841623250203434,0.18267065554940404,0
2026-03-04T10:50:15.379674,/Users/filip/Desktop/NHANES 1988-2018 Archive/nhanes_cvd_training_data_IMPROVED.csv,59057,24,0.2,42,Gradient Boosting,0.9315949881476464,0.40540540540540543,0.018726591760299626,0.03579952267303103,0.8173572540273255,0.07526752759277955,1
2026-03-04T10:50:15.379674,/Users/filip/Desktop/NHANES 1988-2018 Archive/nhanes_cvd_training_data_IMPROVED.csv,59057,24,0.2,42,Ensemble (RF + GB),0.9268540467321368,0.27007299270072993,0.046192259675405745,0.07889125799573561,0.8007249248311556,0.08714388669506204,0
